text_size,pattern_size_0,time_0,pattern_size_1,time_1,pattern_size_2,time_2,pattern_size_3,time_3,pattern_size_4,time_4,pattern_size_5,time_5,pattern_size_6,time_6,pattern_size_7,time_7,pattern_size_8,time_8,pattern_size_9,time_9
7900,10,0.00042082,20,0.000483438,30,0.000526761,40,0.000551203,50,0.000545786,60,0.000591926,70,0.000606573,80,0.000617214,90,0.000598936,100,0.000625038
8000,10,0.000429445,20,0.000492438,30,0.0005391,40,0.000556587,50,0.000547639,60,0.000591868,70,0.00061413,80,0.000636181,90,0.000608442,100,0.000637999
8100,10,0.000432292,20,0.000498023,30,0.000538016,40,0.000563691,50,0.000549991,60,0.000610536,70,0.000624104,80,0.000638489,90,0.000621591,100,0.000647792
8200,10,0.000440368,20,0.000500485,30,0.000541829,40,0.000574551,50,0.000564339,60,0.000607013,70,0.00063384,80,0.000646095,90,0.000617359,100,0.000669605
8300,10,0.000444686,20,0.000509127,30,0.000550119,40,0.00058129,50,0.00057067,60,0.000620567,70,0.000639117,80,0.000647607,90,0.000623057,100,0.000664399
8400,10,0.000451824,20,0.000515423,30,0.000571531,40,0.000583232,50,0.000574158,60,0.000626186,70,0.000653276,80,0.000664708,90,0.00062958,100,0.000680217
8500,10,0.000454707,20,0.00051906,30,0.000571916,40,0.000593312,50,0.0005849,60,0.000634384,70,0.00064984,80,0.000670919,90,0.000647987,100,0.000678233
8600,10,0.000461074,20,0.000525336,30,0.000581105,40,0.000603118,50,0.000589571,60,0.000642167,70,0.000660531,80,0.000675482,90,0.000649476,100,0.000695829
8700,10,0.000464934,20,0.000532198,30,0.000597396,40,0.000608481,50,0.000593777,60,0.000646213,70,0.000669432,80,0.00068666,90,0.000651359,100,0.000704593
8800,10,0.000469403,20,0.000540011,30,0.000590143,40,0.000615863,50,0.000602849,60,0.000657486,70,0.000675891,80,0.000692665,90,0.000672257,100,0.000710832
8900,10,0.000474677,20,0.00055062,30,0.00059536,40,0.000623428,50,0.000607989,60,0.000664714,70,0.000687421,80,0.000701922,90,0.000691772,100,0.000717292
9000,10,0.000481689,20,0.000549503,30,0.000605676,40,0.000626231,50,0.000622439,60,0.000673141,70,0.000694713,80,0.000711482,90,0.000683455,100,0.000725103
9100,10,0.000485105,20,0.000556958,30,0.000611639,40,0.000634169,50,0.000625454,60,0.000678283,70,0.00069693,80,0.000714106,90,0.000680449,100,0.000726064
9200,10,0.00048954,20,0.000563734,30,0.000621131,40,0.000646539,50,0.000629337,60,0.000690245,70,0.000698653,80,0.00072222,90,0.000690096,100,0.000744044
9300,10,0.000497981,20,0.00057189,30,0.000625935,40,0.000647527,50,0.000635156,60,0.000694546,70,0.000717046,80,0.000736263,90,0.000708905,100,0.000750979
9400,10,0.000500945,20,0.000575498,30,0.000624856,40,0.000657271,50,0.000641181,60,0.000697404,70,0.000722716,80,0.000737606,90,0.000697599,100,0.000749318
9500,10,0.000510852,20,0.000580427,30,0.000632276,40,0.000662883,50,0.000655215,60,0.000709409,70,0.000733653,80,0.000750132,90,0.000718917,100,0.000753815
9600,10,0.00051142,20,0.000590023,30,0.000639862,40,0.000669991,50,0.00066015,60,0.00071865,70,0.000732723,80,0.000749039,90,0.000714442,100,0.000767394
9700,10,0.00051781,20,0.00059168,30,0.000639795,40,0.00067584,50,0.000665296,60,0.000724681,70,0.000746011,80,0.00076191,90,0.000739477,100,0.000765476
9800,10,0.000523839,20,0.000598357,30,0.000655873,40,0.000687838,50,0.000672154,60,0.000731798,70,0.000752101,80,0.000768345,90,0.000743632,100,0.000786935
9900,10,0.000528288,20,0.000606509,30,0.000664795,40,0.000691537,50,0.000677577,60,0.000741256,70,0.0007588,80,0.00077679,90,0.000735126,100,0.000790613
10000,10,0.000533936,20,0.000609915,30,0.000667147,40,0.000698382,50,0.000683056,60,0.000745496,70,0.000770992,80,0.000779506,90,0.000742799,100,0.000803482
